Company	DS Correct	ET Correct	Count	Num Types	Num MealTypes
p0040364rcic	13	13	14	49	9
p00977503ghr	9	7	9	66	10
p0099993lpce	25	17	26	57	9
p0009735zf5w	4	0	4	36	8
p0066707qm45	122	60	123	63	13
p0079697hesg	11	7	13	37	8
p0001099kdcm	128	102	131	58	9
p0091369v63p	253	213	414	82	9
p0073017lwmu	9	9	9	51	8
p0075739dx5z	6	6	7	80	4
p0012850lfzy	20	14	25	56	7
p0088884jfhi	80	70	84	135	10
p00700712uov	41	32	56	32	6
p0075410qeyz	5	3	6	61	8
p0017712bw2h	10	7	11	46	6
p0092848egys	37	29	38	38	7
p0003048dtbr	1	1	1	35	9
p00992478dep	22	9	36	42	5
p0035731yxie	153	134	162	27	5
p0081537cr4g	43	41	51	61	6
p0096188ah8z	5	1	6	72	9
p0095638yuif	84	56	100	64	11
p0094379exfh	515	498	644	53	5
p0081866apf4	22	20	26	120	12
p0056700e7bh	82	69	92	75	6
p0001394kedc	358	284	384	48	6
p0005931oz83	27	22	27	38	7
p0021954kgia	3	3	3	35	8
p0099289wqjf	1	0	1	58	13
p0046033t9x2	121	100	128	68	15
p00819732epo	114	66	119	54	9
p00069518okm	62	45	64	58	10
p00703825pgz	44	24	46	47	8
p0011187quzd	1	1	1	44	6
p0093655ycxa	40	37	49	43	4
p0045271gw2p	8	7	8	63	9
p0094801u3fq	691	649	729	56	7
p0077865klbz	24	18	27	63	9
p0007906c8ol	63	54	120	46	3
p0017409qht2	177	135	228	49	7
p0064738cd3j	10	5	12	42	5
p0092957hbw6	5	2	5	61	9
p0004898wrly	8	8	8	38	9
p0005405ljge	98	97	101	34	3
p0001983c2rd	3076	2191	3240	87	10
p0048634d8hu	78	57	91	48	5
p0056458cbgf	158	141	167	206	11
p0006559mjor	25	21	27	50	8
p0006679vz2s	1917	1276	2408	193	39
p0080531q7ik	1	1	3	68	9
p0075055pnfl	37	33	52	286	13
p0040718pj5y	1061	868	1103	50	9
p0090377dmb6	3	2	4	62	8
p0011771pl9i	62	53	64	23	6
p0032577dx6z	6	4	7	63	9
p0093347jec7	97	84	153	72	8
p0096370clct	177	92	196	71	15
p0004845bwsa	1	0	1	61	8
p0073820eies	1	1	1	66	17
p0065748a2nz	44	32	52	66	10
p0001265schz	455	412	532	61	9
p00450758zr7	284	166	307	107	12
p0073631jvpo	35	31	36	126	13
p0020418spiz	1	1	1	56	12
p0095393nz7w	46	44	48	55	9
p0089997akfk	26	18	27	89	8
p0079791da6s	84	73	97	40	5
p0002552gzh3	5	2	6	79	9
p0091947u9qk	39	22	40	53	11
p0004250o7bv	9	5	9	44	8
p0066166hwly	3	1	3	68	13
p0066460be3m	278	195	292	91	7
p0001197tg3a	688	491	855	65	13
p0056270cgjk	145	112	147	36	8
p0098952ptr6	7	4	7	48	8
p0049634aknp	15	12	16	48	7
p0087165hpm6	52	36	54	52	9
p00908916ryr	8	8	9	101	6
p0001645sayp	61	44	82	54	6
p0059860kbce	14	8	15	56	9
p0000337bhlo	408	273	468	55	9
p0060011ncqe	85	62	105	63	10
p0088256us3n	152	111	198	102	13
p00449355lbd	6	3	6	56	10
p0047289qcu2	4	4	4	37	8
p0072272tdgy	1159	802	1232	67	13
p0089580obgp	132	86	149	76	10
p0015176edjr	66	54	75	61	14
p00400654u9o	60	55	64	90	17
p0003864gw75	211	193	231	71	11
p0027618bnck	734	461	768	50	10
p0036868a6c2	16	8	18	57	13
p00491au2w	16	12	18	43	10
p0097080aphv	13	10	13	55	8
p0001644daif	4	4	5	32	4
p0008558zone	7	3	8	31	7
p0003793ety9	48	34	52	67	8
p00323556cam	169	112	180	118	14
p008254334yf	61	45	69	150	18
p0001011anhw	51	24	72	56	9
p0053994zwfu	354	304	372	35	5
p0074758r6fh	218	189	238	71	13
p00810373tce	571	514	707	98	14
p0094005wczu	115	67	121	59	13
p0090587rd8q	49	46	66	42	3
p0006048ctum	439	325	472	34	7
p00009626cyd	268	167	290	98	13
p0067945g3tj	3	3	3	54	9
p0020797rgfh	291	213	301	46	9
p0041062pmxj	108	69	112	54	10
p0009577eutw	42	10	62	139	13
p0038274byfj	18	14	18	49	11
p0049373fdlq	41	31	48	47	8
p0007764y5ie	15	14	23	43	7
p00061217nwi	0	0	1	230	11
p0071736fpkf	7	7	9	56	9
p0099652y5fm	3	1	3	84	6
p0095438awkc	21	18	22	70	7
p00990773i7p	1120	873	1361	92	11
p0076562bnor	6	3	6	78	12
p0095703oknl	1676	1127	2005	79	11
p0053898s2ke	41	50	146	81	4
p0096568pxtn	45	33	46	69	7
p0010341rpac	40	25	42	20	4
p0006842n2zm	78	59	103	42	7
p0003746xmeq	4	4	7	90	8
p00769018yaj	112	88	118	30	6
p0052463g3bp	89	48	93	71	12
p0087691qgh3	77	64	80	41	7
p0063820vnof	122	96	133	52	10
p0071906xoan	80	26	93	175	28
p0004838tel7	85	62	89	47	9
p00833056txc	3	2	3	46	8
p0009587f9gf	2	1	3	28	6
p0005863luok	102	101	140	33	3
p0003765g2jh	203	162	214	61	7
p0003200caog	17	15	31	71	9
p0006039eiq7	99	75	111	61	9
p0017441snth	1	1	1	54	9
p0086150bgcv	87	57	90	54	11
p000211983ni	13	13	13	86	14
p0068755kqpj	122	79	340	60	5
p0096555w8w2	60	44	63	50	8
p0003728zao8	57	47	61	49	8
p00903015y9a	53	33	56	55	9
p0088557epts	459	353	506	55	10
p00443903ryr	2	0	2	71	12
p0005643l9oj	2	2	2	55	10
p0019109dghc	148	126	200	25	6
p0090060dhbj	128	72	146	64	11
p0003530ksn2	160	107	181	60	10
p0010184nlor	3	0	8	683	28
p0090335afe2	55	47	62	50	7
p0098426dcia	12	12	14	62	12
p0003928byau	11	9	11	68	18
p0030600dqnl	553	394	610	140	15
p0088163mdog	1	0	2	61	4
p0001254drpd	2	2	2	55	9
p0063649kxbc	19	11	19	48	11
p0016293cwbc	18	15	24	137	20
p0086888zsxt	554	403	628	78	13
p0089299rtlx	33	29	33	54	7
p0001645kpho	10	5	16	57	11
p00475498jwn	22	19	28	65	8
p0086337w8zu	37	30	38	53	9
p0001521posk	11	8	11	54	8
p0092745grce	222	182	246	74	11
p0047918yrlk	4	4	4	35	8
p0031227ga9d	19	8	26	70	6
p0000045aegp	21	17	26	62	10
p0003820gof2	3	2	4	31	4
p000021035qm	10	2	11	68	9
p0047488yxfl	1000	853	1046	89	11
p0002913afpw	473	243	506	54	10
p0096135bmre	29	16	29	137	15
p0097766tlcq	309	222	339	66	6
p0012602a87k	40	30	43	66	6
p0009051qpnb	67	43	76	35	6
p0003205kqje	25	26	34	47	7
p0077673trau	11	10	12	56	6
p00944698wfn	2	2	2	55	8
p0011074h4mt	107	77	112	32	8
p0041974gtut	68	61	77	50	5
p0052494c9ds	132	81	137	95	15
p0010637reok	3	1	4	68	11
p0087296ljq9	155	129	164	68	19
p0075277vc5o	103	66	112	52	5
p0008794saf8	17	13	19	35	9
p0009067zeke	336	280	345	29	3
p00435154tha	29	18	38	92	3
p00882453b32	7	3	7	42	9
p00018506l3g	40	33	43	66	8
p0075282fr7t	130	94	175	42	10
p00190829din	11	6	16	167	19
p0025746jnrw	23	20	30	76	7
p00672333owc	215	183	284	36	4
p0088502vsch	4	2	6	70	12
p0012917cicg	69	64	80	58	2
p0056487n3wt	20	11	20	53	9
p0003358qpdk	80	51	101	35	6
p0005266a3dc	47	42	55	66	9
p0017752xtnw	25	21	27	89	9
p0007319onbk	18	15	22	36	8
p0004855xakg	45	30	46	61	8
p0095642qfnh	285	264	316	39	5
p0011092xtv2	39	37	51	47	7
p0007166zf7w	143	73	161	58	12
p0021238nokz	43	31	46	54	9
p0008440fgbj	4	3	4	34	6
p0099488lokz	16	16	16	63	10
p0043775ngnk	42	27	45	55	10
p0089521vqkf	84	65	86	41	8
p0063471kafx	7	4	7	65	7
p0095372hrlh	244	150	262	64	11
p0014698w7wj	5	3	7	40	7
p0065757urpl	5	5	7	63	4
p0078718zmcf	80	70	96	64	5
p0084618g4nb	9	8	11	85	8
p0007336oqrj	2	2	2	28	4
p0007793cpoc	8	3	9	71	11
p0088135g8ea	13	11	16	47	7
p0094442nfx6	0	0	1	60	5
p00956654exf	0	0	1	92	5
p0087751ct8o	439	304	472	78	9
p0017470pwp5	91	75	96	36	4
p0001575guip	7	6	12	116	11
p0035309qokc	37	30	45	88	14
p0070613opkx	60	39	69	79	9
p0093014uvfl	6	5	6	32	6
p0032183bnsk	10	9	11	69	11
p0005005w7dn	5	5	7	52	10
p0091541anhs	2	1	4	56	10
p0043900kfbu	5	5	5	37	3
p0003617n8c2	39	35	40	44	9
p0013789ac6f	6	2	6	98	17
p004333mph	98	87	109	66	17
p0003776fljm	81	62	117	37	8
p0092066rou4	113	56	121	74	8
p0005087v7iw	38	21	39	47	9
p00847358ply	44	34	47	62	9
p0054745nmng	8	6	9	108	10
p0027432fjcx	459	376	516	82	10
p0099989j68m	2	2	2	41	8
p0097649b9vc	24	19	47	46	5
p0066053l65k	16	12	17	42	12
p0065745lrne	5	1	5	52	7
p0095225eo8x	8	5	8	66	9
p0091579tuno	21	15	22	41	7
p00066409rtk	1	0	1	44	4
p0003823h27b	4	2	4	47	9
p0047763tunk	25	14	27	59	7
p0088765bhli	30	24	33	60	8
p0029992n6zm	16	14	16	50	5
p00046049clk	4	0	4	67	10
p0045356mr6a	5	3	5	100	9
p00866775oja	762	399	877	66	9
p0076601v9g7	18	16	37	87	6
p0054989pcqg	26	13	30	46	7
p0002999xgiq	14	12	17	51	6
p0010203rh7w	6	6	6	30	7
p0098234pmvn	99	64	106	44	6
p0001065hxrp	15	14	16	51	9
p0093047pfkr	1	0	4	56	6
p0062198fzw3	111	85	119	57	9
p0083860e48w	49	32	49	66	9
p0099343debn	46	44	48	49	4
p00716107gca	113	89	126	57	9
p0002236f7tu	50	31	50	69	13
p0005628kyck	114	54	127	40	9
p0000155ejmd	2256	1842	2376	113	13
p0004988frpj	12	11	12	71	13
p0050890utnw	64	49	70	56	8
p0000348n5bo	212	139	224	60	9
p00111902ksn	7	2	9	40	8
p0003270toyk	216	169	225	38	8
p000127354qp	4	2	4	64	9
p0000766bnbp	141	108	167	152	11
p0001705dwly	2	2	5	47	7
p0070461twsx	82	80	89	59	5
p0001796xm73	0	2	6	74	8
p0099663uinq	615	481	669	73	16
p0059625grpu	250	191	353	74	11
p0036142l5tp	5	3	7	68	10
p0091114xwkj	47	30	48	83	8
p0083455vlw4	73	69	75	37	4
p0073032rgfl	1	0	2	54	8
p0002903rdhp	37	28	44	78	7
p0084485t6fc	2	1	2	63	9
p00895195wu3	36	24	42	71	10
p009734557az	52	35	59	58	11
p0072255stwk	29	25	49	122	13
p0088173cjec	74	42	88	78	12
p00744963soq	299	264	313	63	13
p0091428r9hp	5	5	5	21	3
p0004821df3l	17	17	20	144	32
p0085945tlxb	561	341	692	44	7
p0045895tkju	258	232	278	52	4
p0087470fied	51	31	59	45	11
p0045305epw6	1	1	1	62	12
p0090770zwfk	51	42	51	75	9
p0039677dfpt	33	28	39	88	17
p0062421hz3f	189	172	210	77	10
p00916649i3k	3	1	4	31	7
p0007145mpao	17	13	20	43	8
p0039333gubg	146	122	156	52	7
p0069165ktx9	75	56	79	70	10
p0095961yvgh	14	9	19	38	5
p0091457hw5p	267	221	298	89	18
p0084039eoqk	6	1	6	113	15
p0004237cle4	9	8	13	43	8
p00419207dox	87	54	105	104	16
p0011020b4ur	43	39	54	46	6
p0044385xquj	24	24	25	68	10
p00029028sgw	62	56	69	43	7
p0064752tmwu	9	4	11	84	14
p0046668al6d	106	110	160	80	11
p0087749seae	19	12	21	80	12
p0038061arqs	182	117	194	48	8
p0083253n5os	85	62	88	55	10
p0000759xceo	17	14	18	97	8
p00028198ka6	110	79	121	45	8
p0005954csnj	6	5	6	29	6
p0074613js8w	35	19	42	71	13
p0098421zqcl	6	5	7	46	9
p00187544bld	74	71	79	36	7
p0039988b9hi	9	8	11	170	17
p00061178v82	48	34	66	35	4
p0073513flzg	130	81	139	56	9
p0056697zeql	47	22	56	78	16
p0001103ndrn	35	21	52	25	6
p00835928bpy	6	2	7	57	8
p0083004cncm	13	11	45	50	7
p0074538gb8h	3	2	4	53	5
p0012891akjr	142	74	145	68	10
p0088636galp	5	5	6	37	5
p0002886upzp	43	42	50	32	6
p0067342rxap	40	33	40	34	4
p0008886ljo8	88	58	107	53	10
p0002628jrue	7	2	7	59	9
p0064591xtjw	40	15	40	68	9
p0034333uy5o	61	38	64	76	14
p0005223ngxr	5	4	6	33	6
p0005833hq84	23	14	26	38	7
p0096554htwg	1	0	2	125	10
p0095428agxy	299	219	338	45	6
p0061960rctu	43	36	44	51	4
p0094597owdo	11	13	20	42	4
p0093666utcx	25	16	29	60	10
p00495914l7p	11	9	13	50	11
p0007335vwtl	33	13	35	85	15
p0087329oa24	64	48	81	31	5
p00843252obc	3	3	6	181	19
p0067305kqve	39	26	56	74	13
p0050030qyuz	105	96	106	51	9
p00991516uoi	107	86	120	46	8
p0009721bslq	36	19	39	55	11
p0068827aqvx	149	97	173	52	6
p0020670mgr6	52	45	65	43	6
p0067226ahwr	27	10	30	55	9
p0003229ckgo	210	187	216	46	9
p0092810zfst	20	15	26	65	10
p0004156vkyl	315	244	331	103	15
p00082048i4v	363	311	394	48	8
p0067263fek3	84	59	160	96	8
p0095581nksq	15	15	15	40	5
p0032135jibv	21	18	22	71	10
p0087065qbyc	40	17	44	80	9
p0099985k5of	382	259	410	53	8
p0003874wjrs	4	3	4	76	9
p0012728ctpb	1	0	1	73	9
p0055058ge3h	613	423	667	58	8
p0086267tsx4	91	63	122	55	5
p0035240zcre	591	460	618	44	10
p0008347blin	33	14	38	26	6
p0056145xq52	72	61	75	95	17
p00890495h5r	92	52	101	54	11
p0083657tzsg	12	8	12	34	9
p00546892avr	80	72	102	77	11
p00953516w6t	5	4	6	60	11
p0080087oe7j	113	80	123	56	9
p0091590uvcp	168	128	174	36	6
p0001629zjhc	70	41	77	52	10
p0074339av6c	0	1	14	47	6
p0076705dwjt	192	129	260	39	6
p0075503ca5q	26	15	28	60	9
p0089340geks	459	326	472	51	9
p0047640g4kp	44	35	53	35	6
p0001860prdw	126	78	137	68	19
p0091100bexn	217	146	226	66	10
p00089808k6g	66	49	80	37	7
p0012236feiu	36	30	45	38	5
p0036529zrek	12	8	12	68	11
p0092852p72x	126	70	154	225	29
p0003050xduw	216	152	238	63	9
p0081816fljb	21	14	22	44	10
p0094758wuhx	95	68	104	52	8
p00914119utv	333	282	353	33	5
p0074544987f	74	58	169	38	6
p0039992yq5e	42	20	52	52	7
p0014719szfr	1	1	1	31	6
p0004459huc2	256	181	276	64	10
p0000036mpzm	5	5	5	41	7
p0020423a8cx	34	32	35	41	9
p0021357omn9	433	288	468	29	6
p0086174jbxp	5	1	6	50	8
p0006839dgmn	31	27	50	40	5
p0012459fxcq	75	33	78	37	7
p00601132klm	107	90	116	66	10
p005228352el	10	9	10	62	15
p0005398vfi3	20	14	21	49	9
p0088177aqdr	2	2	2	74	13
p0014835l4et	5	2	13	44	3
p0075865yrp4	758	481	818	38	9
p00776648ci6	14	4	26	63	5
p001683328nh	35	20	35	43	7
p00404647zdc	261	251	360	41	7
p0013098wzno	15	11	19	52	11
p00915794of2	17	15	32	44	8
p00883106x4h	137	85	147	56	9
p0058281vmpc	29	9	34	55	9
p0098114qrnf	8	8	8	55	8
p0002390mkdi	416	302	440	50	12
p0094103wjlj	7	4	8	47	9
p0056492l64l	81	78	94	171	18
p0044440rty4	17	13	18	69	15
p0003324bqeb	11	10	36	86	2
p0097341dfp9	82	73	91	39	6
p0088778puer	76	62	90	50	6
p0074633dkdh	61	57	69	28	4
p0040900elnr	16	15	22	89	11
p0045316rldc	22	15	27	56	10
p0088009zrlr	75	47	81	58	10
p0051688smwb	8	8	8	61	5
p0008444ev6a	144	93	154	95	17
p0006595ozh9	2	2	2	31	5
p0063474hifh	168	129	180	84	10
p0003861tuxd	87	52	95	55	9
p0041942r8cd	46	40	48	52	9
p0073806yqkz	78	72	108	61	8
p0001505bojn	6	6	6	43	8
p0070379paho	255	180	279	71	10
p0087762yn5f	6	5	8	71	14
p0042271rsgn	312	213	334	58	8
p0032467kqpy	181	111	220	131	10
p0096426rasp	30	25	31	62	11
p0026938mjn9	6	6	6	41	8
p0006940leba	5	1	7	35	7
p0035302mc8s	95	58	98	43	9
p0007522cixn	87	57	94	48	10
p0008472tu7b	20	15	21	39	6
p00956473n7u	51	28	54	38	9
p0087803ewse	117	75	120	58	8
p0074608wlmz	49	37	52	49	4
p00839596l62	15	16	20	47	8
p0003364w6oy	255	159	287	47	10
p00212334hdz	62	36	69	57	15
p0080048abyl	5	4	10	51	4
p0004456cbie	12	9	13	43	11
p0004014fhsg	17	15	17	47	8
p0087562oayi	3	2	3	59	6
p0000835ezel	420	217	491	179	10
p0050794gasq	92	66	99	56	10
p0004247wgd5	21	16	26	56	10
p0087740g5vm	61	56	63	59	10
p00132066h9y	2	2	4	84	12
p0046697tcv9	1	1	4	49	4
p0066157tpxd	11	9	11	45	10
p00226412rom	71	57	81	37	8
p0011075g9wo	15	6	32	43	6
p0036777jare	84	56	93	82	9
p0007802945w	28	25	37	32	6
p0087745elha	62	51	77	61	7
p0044478fltp	24	22	33	45	5
p0015598eaft	2	1	2	37	9
p0002569ktdy	117	113	122	34	7
p0097630lqub	71	52	78	50	8
p00669642qzy	45	23	66	76	10
p0014152h2o8	1	0	1	67	4
p0054374y87j	69	62	79	24	3
p0002567eaqo	42	26	53	56	7
p0066334towm	151	112	167	34	5
p0093795aolx	2	2	2	73	7
p0001803krwi	0	0	1	73	14
p00784897mfk	92	62	115	164	38
p0051937ds2j	37	28	39	55	9
p00061813fui	2	2	2	60	11
p000143729n4	113	84	120	50	10
p0067322oz4g	276	221	302	54	9
p00965737fdv	31	19	31	55	9
p00060635c4g	110	82	123	81	9
p0044315dwgf	13	11	14	34	5
p0074587loig	1	0	1	47	13
p0067297etw7	103	52	108	39	9
p0069096coin	10	7	16	54	8
p0007206due3	113	93	121	33	5
p00999759vjz	55	48	55	54	5
p0095412fsnr	29	22	35	75	6
p000583162ij	64	55	80	83	3
p0009344k4ob	22	10	24	54	11
p0004938ledo	16	13	16	39	7
p0098545gpqh	7	6	7	57	9
p0004704sinb	6	4	6	57	12
p0096544c3km	47	31	51	55	10
p008633673tf	5	0	5	48	7
p0007232jqcr	5	3	5	60	9
p0093765cabh	80	39	116	93	25
p0018112rhdb	395	315	411	57	6
p0089860mbkx	5	2	6	46	10
p0071963grjr	15	13	19	42	7
p0000708ryn8	196	123	226	49	9
p00946693x5b	78	33	84	50	8
p0089414xgkc	54	45	58	79	15
p0068584wcg9	52	44	53	61	8
p0052791eik9	2	1	3	37	7
p00052694lzm	8	5	8	39	9
p0093713cjhm	4	2	26	180	13
p0095419ekzc	64	43	66	46	6
p0005645s6bn	5	2	7	46	9
p0069925fca3	13	11	14	52	9
p0091353ga9d	69	54	88	147	10
p0005798ya9p	209	163	223	43	7
p0000154fjut	2	2	2	39	8
p0001213jzml	16	15	20	35	9
p0039082s6mc	42	26	48	48	8
p0008282vlwy	421	296	453	39	11
p0041895osle	33	20	33	76	10
p0099304uwer	20	18	24	57	9
p0045356wr8u	77	56	91	65	8
p0091547tadl	9	7	9	55	9
p00794352oav	5	5	7	97	19
p0067281pzbr	474	402	538	44	5
p0008556bnef	18	12	21	32	5
p0010868rmxn	33	25	36	27	6
p0019171lhgq	45	44	46	45	3
p0026051k9al	243	190	290	158	33
p0008059lki7	24	24	26	23	3
p0002909swqu	20	16	31	105	8
p0008948p3bq	1	0	1	144	5
p0089567agkz	33	17	34	63	10
p0045360hkiz	5	3	5	38	6
p0063966e2em	12	6	54	74	4
p0094123zbns	110	76	115	62	9
p0098269ghc4	7	5	10	43	9
p0003320ape9	11	7	11	54	9
p0084462aul4	3	0	4	49	13
p0033069bavm	129	100	136	40	3
p0058732nvbm	19	17	20	43	5
p0004816oude	0	0	2	58	8
p0005611af2k	2	2	2	34	5
p0005246jfik	24	17	35	41	6
p0085459covw	30	27	35	47	7
p0009134alq9	54	34	67	41	7
p0070509bhsw	20	18	23	46	6
p0096704wafc	36	30	37	49	9
p0005031hbqd	13	1	13	42	6
p0036538zaim	29	17	29	49	9
p0091108gkik	365	184	394	74	13
p0085463duhm	302	209	319	56	10
p0017191dydl	215	181	234	48	8
p0001187gjc9	62	30	71	77	26
p0001501uveu	174	134	185	71	16
p0091124t6iw	196	160	204	71	12
p00066966c5p	6	5	11	49	6
p0008993stn6	3	1	3	42	8
p00656184uni	13	3	16	57	8
p00099924zax	9	4	9	152	38
p0056518rgqz	70	56	86	67	11
p0039005mj9p	492	382	523	62	9
p0032788lreb	16	6	16	64	8
p0006768ayqi	34	29	34	27	7
p0089076gt3x	26	18	28	72	14
p0069086dobd	32	26	34	63	8
p0091106nupu	6	5	7	55	4
p00645472vw3	58	44	60	56	8
p0001632qwco	16	8	17	60	9
p0087713raoq	4	4	5	68	12
p0040560z2d4	593	380	655	75	14
p0053892hitf	98	60	103	66	8
p0003385dyq7	1	0	1	40	5
p0046662rohj	150	110	212	140	13
p00960129ixj	197	155	210	39	6
p0098929rfzv	82	55	89	61	15
p0066984vcbi	7	3	8	65	11
p0002143xpcj	196	128	208	53	7
p0020808yhmj	12	12	14	94	12
p0049543lj9i	300	239	439	109	6
p0092265fw43	27	23	33	39	11
p0089954qro4	30	17	33	75	7
p0059939gj8w	10	9	10	42	11
p0080006e9y2	437	351	476	63	8
p0009402wujs	3	3	6	50	5
p00978733yd7	251	181	330	41	5
p0077769b69d	6	3	16	42	8
p0003582m7ru	40	26	47	52	12
p0027752uwiu	12	7	13	39	8
p0045807bc5g	466	306	491	51	7
p0007248xygx	1	0	1	51	10
p0070329towg	126	84	133	60	10
p0094468boyu	47	51	62	46	5
p0085948dwkh	8	8	8	34	5
p0013038m2bg	1	0	1	66	10
p0070052cu4g	110	63	125	60	9
p0074635rlrb	148	96	160	56	11
p0021104k9kh	108	62	116	53	9
p0067859hpr6	35	32	35	39	7
p0002894kjzq	66	38	111	79	6
p0095035gmje	38	26	39	54	9
p00872473ykb	44	31	49	68	12
p0023004wsmw	14	12	27	42	3
p0039616dngb	33	31	47	40	10
p00509428hac	14	13	16	47	9
p0049571n84q	1451	1226	1554	67	10
p0010592xnpm	40	25	43	52	8
p0002515qkac	121	87	149	91	11
p0069579vs64	5	3	5	30	8
p0096384jsgn	33	24	33	52	9
p0006523hpi8	19	16	22	29	8
p0092577usay	16	9	16	56	9
p0006676rxbr	62	42	66	40	8
p003385823ij	114	64	120	41	7
p0009991o9dy	120	104	139	51	5
p0075062fjgf	136	90	143	41	10
p0094436akt7	77	71	80	59	9
p0005935k9oh	45	31	58	59	13
p0039578lcnf	43	33	46	42	8
p0087138w3nf	12	8	15	42	5
p0074218ligo	21	18	21	39	7
p0077204wxjm	13	12	16	37	4
p0099064t6jk	34	30	37	85	7
p0066530bmxg	3	2	3	40	4
p0090497uf8e	2	2	59	56	11
p0087476dvg9	153	116	198	65	7
p0014768cgpf	7	4	7	60	8
p0099647dodo	237	165	297	49	9
p0050793gsmc	63	52	68	35	7
p0092500f8zg	131	90	150	72	19
p0006148jypm	5	5	8	21	4
p0011384ojuz	102	69	108	71	17
p0004621expx	374	252	391	48	7
p0033421xmey	28	17	36	96	17
p0000799nhog	272	221	282	41	7
p0001641xkuo	23	16	26	67	16
p0007228lfkt	268	217	275	58	6
p0093754cdgt	19	17	21	51	6
p0014655asb9	682	466	729	63	18
p0005738a5nq	145	105	153	40	5
p0052668ldoe	95	67	125	134	22
p0020287dh5k	14	12	15	47	11
p0005134fnmj	297	259	354	131	15
p0084281xyu6	48	35	52	77	8
p0001465hjgc	215	171	244	52	7
p0032329q6pe	24	21	28	57	7
p0007309h3mn	9	4	15	54	7
p0098290tgsn	4	1	4	60	8
p00930265xrl	22	20	46	25	5
p0088348mxor	9	9	10	60	10
p00871508bqo	27	15	29	50	9
p0096385cqb2	687	549	787	45	7
p00065898s2y	7	6	9	31	8
p0082290kvmk	35	33	38	33	4
p00095626q6g	11	10	23	41	6
p0091431kmkt	3	2	4	58	11
p0009632tgpo	1	1	1	27	6
p0016288xa8n	521	418	574	49	8
p0008543ouqb	133	123	134	38	8
p0021433p4vd	109	85	118	66	8
p0022543hsv4	112	79	114	51	11
p0065467n2ei	61	45	71	99	13
p0052202pae5	197	120	203	56	10
p0050193at7i	250	211	266	68	8
p0005743cbzb	104	79	150	74	8
p0012646abp8	24	10	25	40	4
p0003593b76o	1	1	1	84	6
p0056469tgok	4	4	4	62	10
p0090051h2oq	4036	3244	4309	91	14
p0069163xde7	26	11	28	63	10
p0014734sibk	271	220	295	67	8
p00057976cqt	32	30	35	26	3
p0097434zgc8	5	2	5	57	11
p0047576vtfr	34	23	43	45	10
p0034327cm6t	24	12	29	54	12
p0039925vmes	306	213	324	48	9
p00883995gd9	4	3	4	39	6
p0026269pul5	2	0	2	55	7
p0091786pehl	1	0	7	128	20
p0047536jiuk	9	9	9	132	20
p0084412xtko	25	19	32	48	9
p0003134kmac	15	13	16	89	18
p0003418ljoe	13	11	13	125	19
p0005050d8qe	39	30	41	99	12
p0009070wb62	4	4	6	73	10
p00025749yad	50	36	58	48	8
p0000998qxty	23	17	25	28	5
p00688153kxd	17	17	18	73	12
p0099183xzg4	88	79	95	33	4
p0023165drgq	2	2	3	117	12
p0002355yhuc	306	218	325	49	10
p0003834o4qt	16	11	31	67	10
p00437646u6t	8	8	10	29	2
p0004434jizo	312	236	378	68	10
p0088781vz6c	125	137	234	48	5
p0067073ynwe	23	23	23	49	6
p00324812vtu	3	2	3	79	10
p0095437xpei	17	15	21	61	10
p0016220czyj	20	9	23	52	8
p0006426xnju	66	43	94	30	8
p0024620b6hg	1375	1010	1590	105	10
p0090099van8	4	2	21	110	9
p0014017nbd7	288	225	305	47	9
p0005366onkd	8	4	8	55	12
p0089261olpc	126	99	143	60	9
p0094774j5id	87	45	90	42	9
p00627403hwc	5	5	6	71	11
p0090404q2q4	8	2	10	83	17
p0092643nefi	12	6	13	53	10
p0002905kn8n	476	198	571	154	8
p0005312njej	16	16	17	64	7
p0011451kwkq	2	1	5	50	5
p00738769ipl	1	0	6	79	16
p0071954ckyv	157	109	166	44	9
p0006305txfh	6	4	6	29	6
p00793119lfj	166	125	173	41	6
p0040268ue9a	68	65	89	45	4
p0039506ky5l	14	13	15	47	4
p0012163phex	9	7	15	48	10
p0091409sklu	109	88	112	51	7
p0092247ad4n	498	289	915	92	11
p0003049dqwh	24	17	26	54	9
p0089372jmpm	51	45	70	44	4
p0005214omst	153	120	161	58	6
p00522069tli	15	8	17	49	9
p0005825byge	12	2	18	57	5
p0017521y5yf	3	3	3	55	9
p0086192lqbg	68	51	72	101	8
p0013036vybp	4	3	20	63	9
p0006299vlvt	7	6	12	34	4
p0014620zf8c	195	184	213	44	9
p0007024vplm	6	5	25	21	6
p0001787cadc	75	50	80	56	9
p0076606oqmk	43	40	50	57	3
p0077611yp8i	27	27	29	44	6
p0005257egc8	42	31	59	57	10
p0046643c9tc	37	32	38	44	6
p0004989axqa	11	7	13	58	11
p0088627dsdt	154	99	155	63	11
p0077681j9ah	8	4	8	56	9
p0012947pvco	3	3	3	31	6
p0088196sf9j	141	101	147	73	13
p0095434u6db	36	31	53	61	12
p0003885umfx	363	294	371	41	7
p00719428v9b	213	131	230	72	12
p00924594cmh	18	13	31	120	13
p0001018bklf	14	11	17	23	4
p0089776rdkj	32	24	35	59	10
p00734803ujq	316	219	357	122	14
p0039919493i	34	25	35	78	13
p0074145b4g3	166	106	176	38	7
p0001919evfi	75	60	84	44	10
p0091692gua7	3	3	3	122	32
p0095118wxce	54	43	55	42	8
