Company	DS Correct	ET Correct	Count	Num Types	Num MealTypes
p0074772z7um	1	1	1	59	7
p0031543878y	28	17	30	60	9
p0088272jz7g	16	16	30	27	2
p0094445o2ct	26	15	27	54	9
p0074367mgk6	574	421	599	61	14
p0084970mtzo	66	49	72	69	9
p0087225mtev	129	84	140	50	7
p0090302ameb	4	3	5	67	14
p0039557fvbf	4948	2952	5599	56	11
p00498369wdr	169	127	185	39	8
p0003356rq5r	147	145	160	35	3
p0097697fjkd	20	12	21	54	10
p00081868nbm	3	3	3	60	9
p0084878rc3n	40	28	75	71	14
p0088574xdhd	37	31	41	102	8
p0005142pvbl	3	1	4	30	8
p0073717sc6x	214	161	225	77	12
p0017618pqlw	9	7	9	51	7
p00432303hqu	231	159	243	50	8
p0007183enyd	98	71	145	51	6
p0086341hwhl	65	45	75	49	10
p00147436igm	141	93	144	50	9
p0056092mwih	85	66	94	72	7
p00615229gl2	367	302	393	89	12
p0099502m8rh	44	28	51	57	11
p0023106mzfr	19	15	23	52	10
p0015722jymk	2	2	2	40	8
p0008956ubs3	1	1	1	46	4
p0052723qi4b	257	191	274	50	9
p0005862vcxo	28	27	30	34	5
p00429145lu3	67	49	68	58	10
p0065616qksk	100	70	101	49	8
p0012836n4zu	33	30	35	61	11
p0099326ldjq	16	16	16	48	6
p0073030vj25	165	145	173	59	6
p0003359hfye	113	56	144	63	6
p00117055yb7	496	448	545	29	5
p00824706dkg	76	38	82	41	8
p00954182hgy	237	168	254	54	10
p0062322jyke	117	91	127	83	14
p00990265dl7	12	8	28	86	15
p0040369rblv	274	183	284	60	8
p0098726umpe	5	5	5	31	4
p0020561qtu3	196	190	228	151	12
p0089856e37c	175	139	191	81	10
p0008933jk6v	2	0	3	44	7
p0061628fk7h	192	141	230	83	12
p0009547tpd7	94	55	99	49	12
p00973348itf	6	5	6	43	9
p0006852c3gc	910	759	1060	57	9
p0079542z3fh	10	7	12	86	9
p0002665rjd4	4	4	4	41	5
p00697565mog	371	334	404	73	4
p0017895hnto	252	171	262	63	9
p0014042753h	1	0	3	35	3
p0050928dpid	29	24	30	49	5
p0039110tcor	9	4	12	68	8
p0095446cfkp	69	46	70	66	8
p00038698vzx	116	113	127	34	4
p00038182cnt	53	31	81	55	9
p0004449v3iw	224	161	233	44	10
p0006954eyp7	147	81	151	67	12
p0013493op3p	2	2	3	55	9
p00129372fkf	0	0	1	44	5
p0096471sdex	1	0	1	96	6
p0086146bpfa	24	12	24	39	9
p0001560tu3c	16	12	26	63	16
p0008492vrlz	93	78	133	87	16
p0045677ob3e	44	42	67	44	5
p0072273qvec	11	4	12	79	10
p0085921lqoe	120	104	156	69	7
p0073472pkad	6	4	6	74	12
p0066044eo7i	47	35	50	56	9
p0001195sryh	2	2	8	28	5
p0021624zj6k	26	18	30	50	9
p009632378ht	99	80	122	48	5
p0097823qsxj	135	82	145	46	9
p0098941emvm	12	4	14	54	9
p0062488tzkp	29	18	30	52	10
p0099836ovfu	3	3	3	38	7
p0001922x3dv	76	51	81	46	9
p00261417qib	863	592	934	170	15
p0067279coq7	74	61	74	56	10
p0047340eaze	336	205	482	102	22
p0086140a7gf	38	32	39	52	11
p0023164yt9u	122	99	138	36	6
p0011196ziha	4	2	5	35	8
p0007633nxev	58	37	65	20	5
p0089073aeuh	188	177	192	33	6
p0078571ywv4	49	28	50	60	9
p0052439khdh	248	199	258	88	14
p0099585kwim	2	2	2	91	19
p0013229tjln	9	9	11	44	7
p00195717lwg	11	10	22	56	9
p0009825ytdq	24	11	31	43	6
p00204854u5p	637	469	677	56	10
p0089326qgbn	17	12	19	26	4
p0019089lt8h	1	0	1	46	8
p0099066m6hp	18	17	21	47	9
p0059577cjk2	40	30	57	92	13
p0082009hq2o	67	37	68	61	9
p0096488oizk	58	40	64	294	30
p00634665egf	105	76	143	100	10
p0009524vg93	4	2	4	32	8
p0071708zwb8	10	9	12	80	14
p001182343fh	64	58	69	80	8
p0071018pfju	7	7	7	35	7
p0097834ahn2	5	4	5	34	8
p0005463whik	12	11	13	41	10
p0071627yxug	0	0	1	74	12
p0088864blcz	18	14	19	45	4
p0027499qj28	617	557	663	50	8
p00029045zlq	1	0	1	53	7
p0013175ki2e	19	12	23	43	7
p00070913zdb	1	1	1	58	7
p0095707dmqe	109	74	125	79	10
p009903427zb	6	6	7	133	6
p00561473pqw	204	133	236	63	11
p0062415ce7h	127	90	142	68	11
p0005493voqh	81	67	105	66	14
p0089004l3fp	121	103	128	54	8
p0084468dz4s	362	268	393	105	15
p0078732slat	92	86	115	78	5
p0077378cpl7	151	115	169	62	11
p0042430elah	22	20	24	68	9
p0008538nbdf	1	1	1	36	7
p0020678h8ct	205	136	242	85	10
p00019057dlc	28	24	62	113	17
p00042646xcp	4	2	4	66	13
p00865916vfd	1	1	1	35	7
p0008527cqcb	34	22	40	27	5
p0099659suol	3	3	3	112	13
p0068253cxqo	55	52	60	54	4
p0097371cpqb	46	33	50	62	8
p0009135tjy6	4	4	4	79	15
p0089786q9la	221	156	254	36	8
p00991412ujc	9	4	16	308	4
p00933466q3h	126	123	138	80	9
p0099665qpb4	35	35	39	60	9
p0018184z8oq	304	272	332	49	4
p0001619dqgz	17	11	19	46	8
p0096418z46w	8	7	10	26	4
p0087470nr4v	41	28	43	64	8
p0020944wv8r	18	15	19	45	6
p00832478vew	33	26	35	51	8
p0043326xf6v	134	102	140	63	9
p0086891eqxi	113	98	122	41	6
p0058236jw4x	8	7	9	40	6
p0004238v8ca	21	10	25	54	8
p00019779ujf	68	59	86	42	6
p0091131utso	10	10	10	41	13
p0091356kfno	4	1	9	125	17
p0095705mael	3	2	3	65	11
p0005984hs6l	63	32	70	71	12
p0000748g4yz	27	25	46	80	7
p0003683endf	7	5	7	38	8
p0073579am5x	36	19	36	52	9
p0043198lmok	283	193	304	76	14
p0001066bodv	42	32	47	19	5
p0073574sdnm	63	38	65	52	16
p0000374dabw	67	38	77	57	10
p0096195l8dg	150	98	171	63	7
p0088830lgov	36	23	37	57	9
p0007118hc4v	14	11	14	49	7
p0029035awip	50	47	69	39	5
p0017240cuxk	2	2	2	50	7
p0019174cwhl	54	40	64	82	7
p0086599skuc	3	1	3	40	8
p0043883wrzh	1254	869	1410	50	5
p0007761mfzx	325	207	342	58	9
p0093797g6dw	56	55	98	34	3
p00938036lq4	67	31	93	50	4
p0009750xwof	12	10	12	52	7
p00953739hbg	82	64	83	64	9
p0099449xjab	189	140	278	77	14
p0010535jgkb	60	40	64	26	6
p0007837ykqv	3	2	4	51	6
p0011291vihf	66	57	75	58	9
p0065326ykxc	382	285	411	122	18
p00990864lkr	216	194	225	59	10
p0052770tn9r	8	7	9	65	9
p0045236ejhq	8	4	8	47	8
p0008838yny8	68	46	80	46	9
p00014749lyc	31	20	35	59	9
p00070883mgc	45	26	48	71	8
p00088428zt8	69	61	78	73	10
p0035466k6hv	68	48	68	41	6
p0098360sv8f	3	2	6	48	6
p0089993qnpd	14	9	14	49	8
p0002897xnfi	84	71	105	71	10
p0099284dysx	1	1	2	40	3
p0002783mtje	82	58	89	55	11
p00509813gfi	58	42	61	54	11
p0019147qcat	444	412	525	32	4
p0042402xkny	60	46	63	44	5
p0074509cypd	8	8	10	99	6
p0066393xshd	170	104	201	175	13
p0088738tbyh	2	2	22	50	4
p0091930uk8s	52	50	60	60	7
p0077686pszo	197	152	212	53	5
p0049936prhq	206	106	220	112	18
p0019228pgae	119	80	123	51	9
p0006938ynca	20	13	20	65	10
p0029311ktq2	11	4	11	64	9
p0005627rjyz	1	1	1	274	7
p007875267pb	211	135	226	56	9
p0074272zbdi	18	11	18	53	9
p0049692lstu	139	116	154	36	4
p00004866ufp	526	312	562	77	12
p0084285x9qz	206	171	239	78	6
p00891509cfu	319	201	343	66	7
p0045294uqfq	11	6	15	50	4
p0029650jxpc	146	91	153	51	8
p0065266aqjh	33	26	35	54	10
p0097917zmam	71	44	94	80	11
p0088663edog	746	605	804	58	5
p0040361x9rg	45	34	46	105	9
p0045681ahgi	82	64	138	162	15
p00430167yxv	18	14	19	62	11
p0067607jied	782	586	824	47	12
p0002233husp	1	1	1	51	10
p005712357pu	8	7	11	75	13
p0008217fc5g	4	2	5	60	10
p0000762ar4r	254	209	294	67	11
p0012883sheb	36	26	37	55	10
p0087734ecui	99	89	108	99	12
p0044399lak5	80	65	87	48	8
p0077695s8n2	13	10	15	54	8
p0080189bzdt	3	3	3	75	10
p0012475olhy	24	24	28	30	7
p0006954gjlc	503	362	618	122	13
p0046668x3nz	3	2	5	66	6
p0009139a28w	8	7	9	54	5
p0087630yxwz	46	39	49	43	7
p0071926ewau	260	203	279	424	22
p0095886hc2g	15	9	15	49	9
p0001848az5h	114	70	122	57	11
p00563827esg	92	72	97	28	6
p0056470roen	120	78	125	81	16
p0090785ugyc	328	261	343	54	9
p0088855f5ln	59	48	65	61	5
p0008527vc74	2	0	2	47	10
p0042577rahp	12	9	12	74	13
p00935269k96	817	527	930	75	12
p0080991kfqn	66	47	71	96	9
p0029587nxgk	6	3	8	59	13
p0078582obux	15	15	18	62	9
p0088748wr5a	88	59	107	68	9
p0071943sfdi	487	362	558	73	9
p0058064vhpj	6	6	6	78	15
p00885407d83	3	1	3	55	9
p0091065c6g7	43	28	44	41	8
p0052044njgq	22	17	23	58	10
p0006659livt	1267	1044	1341	34	4
p0010654lum6	20	17	20	40	11
p0001943rgwu	271	170	346	36	4
p0007774jz9d	1	0	5	72	6
p0090853txhw	205	118	220	46	8
p0010009fwrp	52	25	64	186	47
p0018142tqyi	40	21	47	63	10
p0003071cpma	26	17	27	40	6
p00433873vt3	253	207	353	53	7
p0093365nmk2	3	2	3	71	8
p00100236oh5	179	140	213	25	4
p0002346ek69	18	5	21	62	12
p0086335ojge	6	3	6	59	6
p0010669653c	78	30	98	39	9
p0000645n5vp	8	5	10	89	11
p00745263ong	121	111	148	39	7
p00231855mt8	30	10	40	171	16
p0014754gwyw	5	3	5	50	7
p004026428yt	13	12	15	62	9
p0096159yrnr	243	51	288	60	6
p0091026gzhn	15	12	16	35	8
p00053426z6b	115	78	159	48	9
p0084737bfiv	31	27	32	30	4
p00672948r3v	1	1	1	70	9
p0088432sqfv	162	133	291	56	6
p00170844ig2	3	3	4	51	6
p009449495m4	256	183	284	72	10
p0095688ypeb	3	3	3	56	10
p0096048rcao	28	26	29	51	11
p0097987vkwk	15	9	19	51	8
p0093107mrbe	81	53	86	51	11
p0087026ablg	15	6	16	50	7
p0018126fun5	0	0	2	90	29
p0003369lula	11	1	13	90	14
p00953809gbr	134	128	152	74	10
p0006496xsac	25	14	33	40	8
p0072876vu37	15	13	18	76	8
p0007943gkbh	20	14	28	98	19
p00965412jgh	5	2	5	28	6
p0018121jp6f	9	7	34	40	4
p0033061lvuf	294	218	310	71	9
p0081541gpqj	201	168	253	39	8
p0040035ofaz	4	3	12	88	9
p0020270awnq	66	47	69	65	14
p0008523hs3h	1	1	1	45	7
p0091354bgli	19	19	32	97	10
p0074544tulj	75	51	188	72	5
p0000569fgql	31	23	33	47	7
p0071806f9oc	36	19	37	54	10
p0047470rmwe	1	1	1	46	5
p00864152jmq	5	2	5	113	12
p0077981ugsv	3	10	11	593	38
p0022784fizl	167	126	179	42	8
p0009087tn3g	13	9	14	69	7
p0085501eaud	44	37	47	56	11
p0061485dhdy	1382	904	1522	50	9
p0013671hvrc	2	2	4	37	10
p0044472tgmj	47	34	60	54	8
p00869663nrm	125	92	133	251	60
p0057920fm9a	114	103	136	45	4
p0017247fvx8	62	54	66	37	7
p0005317q3nw	3	2	4	55	8
p0007548cn3p	24	20	25	56	8
p0038678kodp	160	96	163	54	9
p0067273stqo	263	188	335	48	5
p00590043vro	3	0	3	145	28
p0005761flie	114	77	117	130	15
p00017547qxn	71	62	79	85	9
p0073838jadj	66	64	67	67	6
p0053340td5j	8	7	15	80	15
p0039682cyxd	2	1	2	55	10
p0011589hrak	76	63	84	80	9
p0061610t9wg	35	22	38	72	15
p0091584gwso	5	5	5	39	7
p0077766cnj6	12	12	12	18	3
p0008934awyr	5	5	7	52	5
p0067864vmgl	14	13	15	42	6
p0054596tgxn	289	159	315	77	7
p0046596vtlw	249	188	278	80	13
p001112796d2	12	9	15	27	5
p0017249epzt	567	449	620	52	9
p0007297lhlc	2	1	2	32	5
p0007056au8o	17	14	17	55	10
p0015226auda	1	1	2	57	9
p0009281h5lh	35	27	38	58	5
p00871214aoe	78	38	101	37	7
p0013240mlie	101	89	197	54	4
p0094687pu3e	45	29	46	49	9
p0090069jbr7	2	1	2	42	6
p00230224fha	7	2	7	45	8
p0089729yzgz	23	23	25	37	4
p0094859wbeg	31	21	34	60	12
p0064440jxy9	3	3	3	25	3
p0046042clwl	53	32	56	55	9
p0095038kh4h	11	11	12	63	7
p0037623ghmk	263	182	286	54	11
p0071277h2tz	4	2	4	46	8
p0012224xnki	13	5	13	45	9
p0052052cqyf	132	93	139	48	8
p0039227qcho	16	10	25	252	39
p0006083s4cd	1	0	1	43	8
p0004727apft	222	166	258	41	5
p0095709wzi4	528	370	559	57	9
p0003499rufy	120	67	173	79	11
p0085562sqab	17	14	29	75	10
p0078460nseg	79	55	83	46	6
p0073809bkq8	211	207	246	79	1
p0015037soal	25	18	32	63	8
p0085955asts	41	38	55	68	10
p0046998neka	7	4	10	67	6
p0052275s9cm	158	113	179	56	8
p0005352oucb	45	38	48	65	10
p0087818fqzm	368	312	434	50	2
p0000053zbya	107	79	116	74	12
p0004013leob	54	49	62	65	6
p0040353artg	1	1	1	190	23
p0049791fgqc	13	7	14	54	8
p0097536zdn2	103	89	107	50	7
p0046526yfxg	5	2	7	61	4
p0053851a7ac	3	3	5	62	11
p00040109wou	172	165	194	70	13
p00909752dkq	68	63	71	34	6
p0084454o4ls	522	359	555	56	7
p0055056nb3c	232	159	350	25	6
p0019000uwet	36	23	36	65	9
p0009243og6m	4	2	7	55	14
p0086656jxu4	209	139	240	46	7
p0008659d587	13	5	13	33	6
p0028224gxdt	25	21	26	47	4
p0097703mn3z	109	97	113	38	4
p0085636kl2n	8	7	8	38	7
p0021276bnez	14	14	20	58	4
p0007886g3lf	93	65	105	61	8
p0025752kico	8	6	9	65	10
p0065068zjyz	5	2	5	66	7
p0091948uncu	27	20	48	68	10
p0088564d3m6	132	107	149	51	7
p0099487veuh	501	471	521	88	10
p0073898cv9h	8	6	10	52	9
p0072060ztmi	2	2	2	60	10
p0090308a7n9	51	47	77	51	8
p0015105qplp	1	1	1	49	8
p0049722njrn	25	12	25	51	14
p0009038zlbo	28	18	28	48	7
p003235359wa	1	0	1	79	14
p0096373arhm	1925	1198	2216	61	10
p0062030uzes	89	64	98	41	8
p0094376wxaj	1	1	1	38	9
p0001177dvie	35	9	52	60	8
p0004530ybzr	1	1	4	92	6
p0082717dce6	102	58	127	84	11
p0039175bhu6	30	30	34	38	3
p0073038yeqp	1	1	4	46	9
p00093467tjz	9	4	11	39	9
p0092232ycwy	237	199	249	54	8
p0069862wbhd	31	24	35	60	10
p0091992uvjx	189	141	209	61	11
p0045677n2xg	15	10	17	71	7
p0088555kbhi	86	48	91	59	13
p0090454rpmg	161	115	168	91	13
p009836443pt	38	19	44	69	7
p0003586u4yu	64	48	83	38	9
p0036565dnfq	33	28	37	33	1
p0034460feg5	60	44	64	83	10
p0074537nmzh	0	0	1	66	8
p0020681rqzd	581	469	615	64	13
p00885359cba	13	10	16	58	9
p0003835salj	57	41	62	39	7
p0044435oxlg	4	2	4	61	8
p0003526fbjf	9	9	13	90	10
p0086333m3yv	221	178	248	59	9
p00868882dal	205	129	214	63	8
p0063653cn5x	15	15	27	63	9
p0098670zg5o	317	204	340	39	8
p0094806trs3	93	81	110	81	18
p00133955w5b	668	562	695	38	7
p0044408nvzl	0	0	1	73	13
p0088857vfsn	90	81	92	56	8
p0003040laro	6	4	8	32	10
p008704173ci	51	36	52	43	5
p0038312thm7	85	53	88	44	8
p0097762mxsq	29	21	50	122	8
p0072262zjnb	1	1	2	264	9
p001584693fy	167	127	221	68	15
p0026726mvdg	22	16	23	52	10
p0008392ofrn	8	6	8	43	7
p0005129akvi	194	125	206	49	9
p0004270bphj	64	43	192	32	7
p0071052hjnw	1	1	1	59	15
p00882762k3b	18	18	19	39	5
p00035858bhm	61	33	66	58	9
p0032913hntm	29	21	30	40	8
p0095628opvi	11	9	11	31	4
p0089407a4rh	57	52	61	40	7
p0049424tatk	10	10	10	54	6
p0089286fzlo	285	162	304	65	10
p0011917kw52	8	7	8	36	9
p007193637x3	550	382	576	37	6
p0088568faye	126	102	134	45	9
p0004384u4au	94	74	97	32	9
p0030460roxd	1	0	1	50	5
p0088208axtl	115	70	121	69	9
p0077978cg7k	2	2	11	181	12
p0026264nvlc	24	24	29	55	5
p0009099yhrb	3	3	3	45	9
p00793148djb	60	38	63	80	13
p0097914fdnj	40	35	45	37	7
p0010417zoix	81	61	85	59	10
p0081956hlkc	4	3	4	52	9
p0009710vlgh	24	16	25	26	6
p0016250r8o8	17	10	19	74	8
p0004896e3ma	45	29	48	42	9
p0088631qy3t	188	117	200	62	11
p0010370gm58	63	42	67	31	5
p0024172v8oj	168	122	191	43	7
p00954273lqw	249	206	265	56	10
p0067629fp6n	27	17	27	164	26
p0010628c9xc	49	40	55	32	8
p0083623suyx	332	248	340	69	14
p0062409uenb	39	38	39	44	6
p0022180qbkz	21	9	21	119	17
p0097234siax	48	34	66	60	9
p0000650dydb	5	5	5	213	27
p0071892ucef	17	9	17	50	9
p0085241a8bt	810	687	893	70	11
p0006552z7xg	1	0	2	57	7
p0079208ouax	26	25	38	141	13
p0092405uph3	16	14	30	50	8
p0045070cuwq	7	7	7	43	8
p0011922drgl	1	0	2	26	6
p0094759rub5	21	13	22	60	9
p0083138op2k	14	14	33	21	4
p0009947ufql	44	38	62	339	27
p0009807oela	81	61	91	46	5
p0038972evpr	0	0	3	85	13
p000954274v4	66	31	74	45	11
p0003173v9hc	3	2	3	42	8
p0068753ukdr	1	0	1	57	10
p0085556r2yh	61	57	64	70	5
p0009007osfq	73	48	82	58	7
p0071009usdw	251	204	299	53	7
p00337003yqc	48	34	49	41	9
p00075315djg	79	71	102	81	14
p00174477bwq	2	2	3	55	8
p0009940g235	3	1	4	72	11
p0038811azwx	214	106	226	49	9
p00761732acq	48	39	53	56	6
p0037898q5b5	55	46	61	183	9
p0006953sgda	3	2	3	31	5
p0071960gs9q	80	54	86	57	9
p0086185zdki	1	0	1	34	7
p0004139eqby	11	9	21	50	5
p0090716qazj	66	60	67	37	9
p0056105rybx	99	66	149	66	7
p0017551ji4k	15	11	17	87	10
p0076707lars	8	3	13	77	10
p0051636tqiw	18	15	27	56	18
p0069960v8am	54	38	55	44	9
p0005919qdiz	8	5	9	46	9
p0007071dtcj	130	92	152	44	5
p00701175buv	11	5	17	85	14
p0071692wyny	9	7	9	65	9
p0096407wx36	46	38	49	46	9
p0097798p9oy	44	31	52	117	9
p0097983rfwr	22	11	26	48	9
p0073783ktjy	1	1	1	54	10
p0070026zxzu	5	0	5	36	6
p00743322h3o	4	4	6	53	9
p0070453b5m3	19	7	21	40	8
p0084720odie	4	2	6	87	11
p0002716lxiu	778	625	950	78	14
p0096499lnpz	8	6	16	38	9
p0090324oz6x	32	25	36	104	12
p0002815ygkt	2	1	3	73	9
p0011080rfej	65	43	76	26	6
p0006998snpd	307	219	324	61	8
p0003516bye9	7	3	8	50	9
p0091639nmdj	30	14	31	104	13
p0091715yaeg	19	9	24	44	7
p0036817hdv7	76	49	88	49	7
p0002931vard	172	124	178	50	11
p0097776ugtm	19	18	21	50	9
p0004121zy8b	246	232	267	46	6
p0023154gk2z	18	10	23	71	10
p007011592p6	139	117	150	41	6
p00972585sdl	1179	573	1312	90	14
p0010965d65c	3	3	5	86	10
p0029991yo8x	22	15	27	58	8
p0001517rv8r	26	14	27	58	10
p0020264djbo	114	90	124	60	16
p0087866xtbk	1336	992	1463	50	9
p00138669hyh	11	6	18	50	7
p00016359po7	266	236	317	41	7
p0021313acv9	24	16	28	45	9
p0045228pnmd	10	10	14	55	7
p0003931ga9b	34	25	35	70	12
p0053317wd4e	32	25	39	59	9
p0076565tmlk	104	82	111	81	13
p0085928hgdc	24	22	34	68	9
p0092263uoul	4	2	4	56	9
p00652475krp	2	0	2	60	6
p0072596el5x	97	80	99	76	10
p000222942nz	14	5	16	50	9
p0097440c23a	33	28	34	59	10
p0074525kbur	125	96	133	51	9
p0077066lb6b	24	19	41	53	11
p0001651mcgn	656	470	741	67	9
p0056694nfej	93	56	96	80	15
p00035013rek	45	38	48	82	12
p0024789g2tk	91	89	118	54	6
p0013600cdad	49	28	52	35	6
p0007431nbeq	364	312	385	30	6
p0003696auc2	30	24	49	65	11
p0068578gasy	14	9	19	52	11
p0088571uqyg	442	336	473	40	7
p000236527k4	99	75	114	86	9
p0014297sf7y	2	1	2	32	5
p0088183s5qu	419	394	460	54	5
p0038907oigc	102	64	117	40	3
p0021355gedt	94	73	96	62	8
p0005747kyrp	2	2	10	43	5
p0053864d76e	41	35	49	57	10
p0001403dsks	1	0	1	161	13
p0003850f9tm	33	25	37	54	5
p0096567dcfy	63	71	205	98	4
p0006563qtbq	5	3	6	56	11
p0001217ufi5	11	10	25	157	9
p0079326asbx	6	3	6	42	9
p000712637aj	140	97	144	40	7
p0065120ltsb	228	158	248	54	10
p00524657co3	5	3	5	83	11
p0049189viqp	148	104	164	68	4
p00690834wbx	8	7	10	54	9
p0098543by42	44	35	63	67	11
p0040021uzn6	174	174	209	37	4
p0021263ntm4	70	43	73	40	8
p0004212g46u	37	27	42	56	9
p00070664rdt	1	0	1	64	8
p0099339n8a4	7	4	7	55	10
p0016450rb5j	1239	875	1325	90	13
p0090685dzyk	60	48	65	43	11
p0090524vuzc	56	45	62	37	6
p0012387b7nw	1	1	8	31	7
p0017598pl8a	64	50	67	90	14
p0082384ukel	98	97	100	102	14
p0012686whi2	10	5	13	61	10
p0015234ucac	7	5	7	58	7
p0088790fa8l	40	32	100	32	11
p00029925bd5	35	22	49	51	5
p0059236yvlq	2	2	2	47	6
p0060622twzh	2	1	3	68	9
p0032955memg	22	16	29	39	6
p00770409pqt	9	8	11	58	9
p0037549ga5m	633	321	671	72	16
p0099021jcav	52	30	65	54	9
p0029637dzge	94	61	107	53	8
p0051950vjm5	3	2	6	43	8
p0068837jt58	116	61	136	97	10
p0052806nlus	517	362	563	55	10
p0003497bd5s	3	2	7	63	9
p0015384ufv3	13	13	14	34	7
p0009965lia8	176	136	212	66	12
p0003412exlx	372	317	438	70	7
p0091678xp5p	27	16	33	36	7
p0093715l6an	277	189	296	32	7
p0002865hjg9	40	32	61	61	9
p0005767bo5i	26	22	29	75	12
p0005724sqeh	5	4	5	32	5
p0091382r6yd	23	19	26	45	7
p00223285nhi	22	11	22	71	12
p0086342jcve	6	8	18	37	2
p009605365ah	1	1	2	77	8
p0000980each	122	84	127	68	10
p0003695a9mc	22	17	25	39	8
p0094136lpca	52	44	54	44	8
p0006432j98y	147	132	158	35	6
p0057982rapz	84	72	89	69	9
p0071962ckwq	79	54	79	47	7
p00321333i27	143	114	148	57	9
p0039577moar	239	165	262	77	10
p0006573qzxa	116	72	144	74	10
p0064449aibg	28	26	35	32	5
p0092067hjuk	58	38	59	63	9
p0077042hek3	119	72	130	77	11
p00466658mwk	8	6	8	51	9
p0003026q7th	20	17	22	65	9
p00052225qh3	5	5	6	29	3
p0001477l6et	102	87	209	69	4
p0047885keka	82	81	84	27	1
p0058691qzrq	14	11	14	78	6
p0001391bixw	127	90	131	35	10
p0006899k7zj	5	3	7	37	7
p00937755tmx	553	345	637	82	9
p00726624ymf	155	111	172	62	10
p00663657lpy	8	1	12	42	13
p0010976vihn	87	63	105	73	11
p0075155cfyj	1	1	1	56	9
p00095892v4g	140	120	164	63	8
p0088552vyka	5	0	5	60	10
p0016472sgli	62	54	68	26	5
p0005332oiov	7	5	7	37	7
p0064721palp	2	2	2	34	8
p0070124vkgd	2	1	2	146	39
p0066042bskh	2	2	4	86	7
p0096166n87l	37	25	42	55	6
p0003360klfn	112	73	121	55	8
p0097955dglb	15	13	19	55	9
p0049796kokz	34	24	40	49	5
p0066168ysyx	8	2	8	69	8
p0072776oago	31	31	39	86	7
p0099569w2bz	56	45	71	64	11
p0002937hmnr	217	133	219	55	17
p0096248rxnm	102	98	109	46	4
p0095236x4ex	232	158	249	72	9
p0046690drln	0	0	5	50	8
p0096026q5hd	84	69	98	60	8
p0015442ktke	264	212	290	39	6
p0003522udgi	0	1	1	103	15
p0090681ecfi	324	216	394	63	10
p0005980dka3	4	2	4	31	7
p00521862bvn	2905	2105	3165	45	8
p00984117j2c	81	63	84	69	10
p009311336il	345	304	366	62	12
p0093668f8nl	12	7	12	55	8
p0049327lpim	12	10	13	49	6
p00683919urg	66	42	83	56	8
p0069932kb4b	55	36	60	51	10
p0005625vavm	2	1	2	55	11
p0011242gf9m	64	34	95	64	7
p0005224nkqh	84	66	90	57	12
p0001192tczc	2	24	42	28	5
p0007745dlqf	16	10	17	62	5
p0080434jxn9	426	335	458	35	8
p0005252d3b3	24	22	40	57	9
p0068308xzat	21	16	23	38	5
p0003622zaxt	156	118	169	66	12
p0079572yosb	98	79	103	67	9
p0086704chum	27	21	28	82	16
p0028725lq6g	115	79	176	53	9
p0092425bajn	27	18	29	93	7
p0040685v8ow	3	0	4	71	15
p0096583cniq	77	63	91	35	5
p0012878elpd	232	149	278	103	14
p0000720cdk9	1	1	1	74	12
p0005635snzd	35	36	57	21	3
p0073449yfdi	28	21	30	57	9
p0091361pjlw	43	23	46	40	10
p00710159rjt	56	37	64	106	10
p0086895woci	75	57	79	67	14
p0004395kgj8	20	13	20	43	8
p0059683v4kt	11	9	18	41	4
p00048949usl	77	59	87	65	5
p0070081jls7	27	22	67	77	3
p0058252894v	43	27	44	62	11
p0005327ymps	37	20	38	66	9
p0062506reze	26	15	31	66	8
p00389774xgk	16	16	17	38	7
p0087661ago6	11	7	13	68	8
p0093850kdoz	347	207	383	275	38
p0012337cnfy	5	3	8	26	6
p0004682p8hx	1	1	1	58	15
p0081464m9ml	4	3	4	115	14
p0097853vblc	11	9	11	36	7
p0077868sr2n	6	6	6	91	9
p0004603sgcg	248	150	275	59	10
p0010878u3by	15	9	15	56	10
p0003014cgqe	32	28	33	45	6
p00623992t8m	16	15	17	81	7
p0099589wej7	100	68	114	56	8
p006617582r5	4	1	4	65	11
p0079814lin3	127	120	133	50	8
p0055060tvxc	30	27	31	56	14
p0028568vt5j	0	0	1	61	5
p0058535lpdf	47	38	52	76	12
p00014898nbn	251	244	294	56	3
p0064724twgs	4	3	4	55	9
p00035669ldi	134	100	178	92	11
p00052452iom	23	19	25	58	9
p0005527qvtc	266	214	297	73	10
p0030936egcj	33	27	36	62	10
p0068282pjsg	102	74	111	39	7
p009194042io	8	7	8	109	26
p0081862sgan	210	164	250	68	15
p00985669qng	12	8	15	56	9
p0080576oxta	283	178	299	63	9
p0093151ove7	95	64	97	45	10
p0086684qcnp	124	84	129	56	10
p0041891n5h6	11	8	25	55	3
p0081043yar4	92	62	101	66	14
p0059999cifa	27	25	30	42	3
p0011611lmbi	334	236	346	55	9
p00836489akz	31	28	34	41	5
p0082857u5kq	60	46	66	106	14
p00673894p79	22	15	24	58	10
p0070487fdld	25	18	31	90	15
p0016081v8q8	21	12	24	78	7
p0013220hghr	14	8	26	69	7
p0074892lanr	49	34	52	84	11
p0007782bdx7	22	19	22	44	9
p0030240hrzb	69	48	72	48	10
p0089737r5c7	81	75	85	47	7
p0025714dc5g	134	80	145	86	12
p0001056vqnx	7	6	7	56	10
p0063032ser8	53	28	61	80	9
p00900629iq2	0	0	1	56	10
p0000791vl4i	1083	842	1204	67	11
p0049263ztof	141	88	149	80	10
